"Name","Ward","Address","住所","Notes","LocName","fX","fY","iConf","iLvl"
汐見台中学校,磯子区,汐見台1丁目2番地1,神奈川県横浜市磯子区汐見台1丁目2番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/汐見台/一丁目/２番地","139.61075","35.40636","5","7"
森中学校,磯子区,森五丁目22番1号,神奈川県横浜市磯子区森五丁目22番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/森/五丁目/２２番","139.60490","35.39278","5","7"
富岡小学校,金沢区,富岡西七丁目13番1号,神奈川県横浜市金沢区富岡西七丁目13番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/富岡西/七丁目/１３番","139.62497","35.36661","5","7"
金沢小学校,金沢区,町屋町26番地26号,神奈川県横浜市金沢区町屋町26番地26号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/町屋町/２６番","139.62952","35.33561","5","7"
八景小学校,金沢区,泥亀一丁目21番2号,神奈川県横浜市金沢区泥亀一丁目21番2号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/泥亀/一丁目/２１番","139.62187","35.33876","5","7"
文庫小学校,金沢区,寺前二丁目21番7号,神奈川県横浜市金沢区寺前二丁目21番7号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/寺前/二丁目/２１番","139.63110","35.33995","5","7"
六浦小学校,金沢区,六浦三丁目11番1号,神奈川県横浜市金沢区六浦三丁目11番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/六浦/三丁目/１１番","139.61288","35.32987","5","7"
釜利谷小学校,金沢区,釜利谷東六丁目37番1号,神奈川県横浜市金沢区釜利谷東六丁目37番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/釜利谷東/六丁目/３７番","139.60811","35.34361","5","7"
大道小学校,金沢区,大道二丁目3番1号,神奈川県横浜市金沢区大道二丁目3番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/大道/二丁目/３番","139.61081","35.32684","5","7"
瀬ケ崎小学校,金沢区,六浦東三丁目2番1号,神奈川県横浜市金沢区六浦東三丁目2番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/六浦東/三丁目/２番","139.62009","35.31903","5","7"
西柴小学校,金沢区,西柴四丁目23番1号,神奈川県横浜市金沢区西柴四丁目23番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/西柴/四丁目/２３番","139.63329","35.34752","5","7"
西富岡小学校,金沢区,富岡西五丁目49番1号,神奈川県横浜市金沢区富岡西五丁目49番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/富岡西/五丁目/４９番","139.61406","35.36194","5","7"
朝比奈小学校,金沢区,東朝比奈二丁目53番1号,神奈川県横浜市金沢区東朝比奈二丁目53番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/東朝比奈/二丁目/５３番","139.59558","35.32273","5","7"
釜利谷西小学校,金沢区,釜利谷西四丁目19番1号,神奈川県横浜市金沢区釜利谷西四丁目19番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/釜利谷西/四丁目/１９番","139.59366","35.34483","5","7"
高舟台小学校,金沢区,高舟台一丁目35番1号,神奈川県横浜市金沢区高舟台一丁目35番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/高舟台/一丁目/３５番","139.60785","35.33359","5","7"
並木第一小学校,金沢区,並木一丁目7番1号,神奈川県横浜市金沢区並木一丁目7番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/並木/一丁目/７番","139.63927","35.37300","5","7"
釜利谷東小学校,金沢区,釜利谷東二丁目12番1号,神奈川県横浜市金沢区釜利谷東二丁目12番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/釜利谷東/二丁目/１２番","139.61729","35.34435","5","7"
並木中央小学校,金沢区,並木一丁目25番1号,神奈川県横浜市金沢区並木一丁目25番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/並木/一丁目/２５番","139.64253","35.36682","5","7"
並木中学校,金沢区,並木三丁目4番1号,神奈川県横浜市金沢区並木三丁目4番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/並木/三丁目/４番","139.64059","35.35961","5","7"
並木第四小学校,金沢区,並木三丁目10番1号,神奈川県横浜市金沢区並木三丁目10番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/並木/三丁目/１０番","139.64088","35.35592","5","7"
能見台小学校,金沢区,能見台三丁目32番1号,神奈川県横浜市金沢区能見台三丁目32番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/能見台/三丁目/３２番","139.62210","35.35807","5","7"
釜利谷南小学校,金沢区,釜利谷南四丁目12番1号,神奈川県横浜市金沢区釜利谷南四丁目12番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/釜利谷南/四丁目/１２番","139.60606","35.33890","5","7"
小田小学校,金沢区,富岡西一丁目69番1号,神奈川県横浜市金沢区富岡西一丁目69番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/富岡西/一丁目/６９番","139.62025","35.37212","5","7"
六浦南小学校,金沢区,六浦南三丁目22番1号,神奈川県横浜市金沢区六浦南三丁目22番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/六浦南/三丁目/２２番","139.61115","35.31569","5","7"
能見台南小学校,金沢区,能見台六丁目3番1号,神奈川県横浜市金沢区能見台六丁目3番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/能見台/六丁目/３番","139.61513","35.35308","5","7"
西柴中学校,金沢区,西柴一丁目23番1号,神奈川県横浜市金沢区西柴一丁目23番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/西柴/一丁目/２３番","139.62912","35.35275","5","7"
六浦中学校,金沢区,六浦一丁目24番4号,神奈川県横浜市金沢区六浦一丁目24番4号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/六浦/一丁目/２４番","139.61810","35.32435","5","7"
大道中学校,金沢区,大道一丁目85番1号,神奈川県横浜市金沢区大道一丁目85番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/金沢区/大道/一丁目/８５番","139.60115","35.33032","5","7"
城郷小学校,港北区,鳥山町814番地,神奈川県横浜市港北区鳥山町814番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/鳥山町/８１４番地","139.60254","35.50473","5","7"
大綱小学校,港北区,大倉山四丁目2番1号,神奈川県横浜市港北区大倉山四丁目2番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/大倉山/四丁目/２番","139.62590","35.51868","5","7"
大曽根小学校,港北区,大曽根二丁目31番1号,神奈川県横浜市港北区大曽根二丁目31番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/大曽根/二丁目/３１番","139.63005","35.53170","5","7"
綱島小学校,港北区,綱島西三丁目11番1号,神奈川県横浜市港北区綱島西三丁目11番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/綱島西/三丁目/１１番","139.62845","35.53707","5","7"
日吉台小学校,港北区,日吉本町一丁目34番21号,神奈川県横浜市港北区日吉本町一丁目34番21号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/日吉本町/一丁目/３４番","139.64349","35.55267","5","7"
港北小学校,港北区,菊名二丁目15番1号,神奈川県横浜市港北区菊名二丁目15番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/菊名/二丁目/１５番","139.63545","35.49988","5","7"
菊名小学校,港北区,菊名五丁目18番1号,神奈川県横浜市港北区菊名五丁目18番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/菊名/五丁目/１８番","139.63492","35.51283","5","7"
新田小学校,港北区,新吉田町3226番地1,神奈川県横浜市港北区新吉田町3226番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/新吉田町/３２２６番地","139.61002","35.53316","5","7"
高田中学校,港北区,高田町2439番地,神奈川県横浜市港北区高田町2439番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/高田町/２４３９番地","139.61714","35.55695","5","7"
矢上小学校,港北区,日吉三丁目23番1号,神奈川県横浜市港北区日吉三丁目23番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/日吉/三丁目/２３番","139.65764","35.55403","5","7"
駒林小学校,港北区,日吉本町二丁目51番1号,神奈川県横浜市港北区日吉本町二丁目51番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/日吉本町/二丁目/５１番","139.63510","35.55257","5","7"
篠原小学校,港北区,篠原東三丁目27番1号,神奈川県横浜市港北区篠原東三丁目27番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/篠原東/三丁目/２７番","139.62686","35.50287","5","7"
下田小学校,港北区,下田町四丁目10番1号,神奈川県横浜市港北区下田町四丁目10番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/下田町/四丁目/１０番","139.63013","35.55771","5","7"
日吉南小学校,港北区,日吉本町四丁目2番6号,神奈川県横浜市港北区日吉本町四丁目2番6号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/日吉本町/四丁目/２番","139.63916","35.54477","5","7"
篠原西小学校,港北区,篠原町1241番地1,神奈川県横浜市港北区篠原町1241番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/篠原町/１２４１番地","139.61482","35.50153","5","7"
新吉田小学校,港北区,新吉田東六丁目44番1号,神奈川県横浜市港北区新吉田東六丁目44番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/新吉田東/六丁目/４４番","139.61777","35.53826","5","7"
綱島東小学校,港北区,綱島東三丁目1番30号,神奈川県横浜市港北区綱島東三丁目1番30号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/綱島東/三丁目/１番","139.64078","35.53768","5","7"
師岡小学校,港北区,師岡町986番地,神奈川県横浜市港北区師岡町986番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/師岡町/９８６番地","139.63885","35.52357","5","7"
高田東小学校,港北区,高田東二丁目33番1号,神奈川県横浜市港北区高田東二丁目33番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/高田東/二丁目/３３番","139.62498","35.55248","5","7"
太尾小学校,港北区,大倉山七丁目34番1号,神奈川県横浜市港北区大倉山七丁目34番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/大倉山/七丁目/３４番","139.61952","35.52446","5","7"
新羽小学校,港北区,新羽町1452番地2,神奈川県横浜市港北区新羽町1452番地2,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/新羽町/１４５２番地","139.60912","35.52200","5","7"
北綱島小学校,港北区,綱島西五丁目14番40号,神奈川県横浜市港北区綱島西五丁目14番40号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/綱島西/五丁目/１４番","139.63095","35.54487","5","7"
新吉田第二小学校,港北区,新吉田町491番地1,神奈川県横浜市港北区新吉田町491番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/新吉田町/４９１番地","139.61278","35.55009","5","7"
大豆戸小学校,港北区,大豆戸町759番地,神奈川県横浜市港北区大豆戸町759番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/大豆戸町/７５９番地","139.62196","35.51560","5","7"
小机小学校,港北区,小机町1382番地10,神奈川県横浜市港北区小机町1382番地10,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/小机町/１３８２番地","139.59656","35.50640","5","7"
城郷中学校,港北区,小机町325番地,神奈川県横浜市港北区小机町325番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/小机町/３２５番地","139.58815","35.50563","5","7"
新田中学校,港北区,新吉田東五丁目25番1号,神奈川県横浜市港北区新吉田東五丁目25番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/新吉田東/五丁目/２５番","139.62263","35.54095","5","7"
樽町中学校,港北区,樽町四丁目15番1号,神奈川県横浜市港北区樽町四丁目15番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港北区/樽町/四丁目/１５番","139.64259","35.52843","5","7"
山下小学校,緑区,北八朔町1865番地3,神奈川県横浜市緑区北八朔町1865番地3,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/北八朔町/１８６５番地","139.53812","35.52536","5","7"
鴨居小学校,緑区,鴨居四丁目7番15号,神奈川県横浜市緑区鴨居四丁目7番15号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/鴨居/四丁目/７番","139.56644","35.50883","5","7"
新治小学校,緑区,新治町768番地,神奈川県横浜市緑区新治町768番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/新治町/７６８番地","139.52000","35.51761","5","7"
森の台小学校,緑区,森の台13番地1,神奈川県横浜市緑区森の台13番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/森の台/１３番","139.53571","35.50868","5","7"
長津田小学校,緑区,長津田町2330番地,神奈川県横浜市緑区長津田町2330番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/長津田町/２３３０番地","139.48911","35.53063","5","7"
十日市場小学校,緑区,十日市場町1392番地1,神奈川県横浜市緑区十日市場町1392番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/十日市場町","139.51385","35.52408","5","5"
三保小学校,緑区,三保町1867番地,神奈川県横浜市緑区三保町1867番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/三保町/１８６７番地","139.52663","35.51590","5","7"
竹山小学校,緑区,竹山三丁目1番16号,神奈川県横浜市緑区竹山三丁目1番16号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/竹山/三丁目/１番","139.56073","35.49690","5","7"
長津田第二小学校,緑区,長津田町2469番地3,神奈川県横浜市緑区長津田町2469番地3,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/長津田町/２４６９番地","139.48871","35.53510","5","7"
東本郷小学校,緑区,東本郷五丁目40番1号,神奈川県横浜市緑区東本郷五丁目40番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/東本郷/五丁目/４０番","139.58180","35.50507","5","7"
上山小学校,緑区,上山二丁目5番1号,神奈川県横浜市緑区上山二丁目5番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/上山/二丁目/５番","139.54700","35.50674","5","7"
緑小学校,緑区,鴨居五丁目19番1号,神奈川県横浜市緑区鴨居五丁目19番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/鴨居/五丁目/１９番","139.56061","35.50542","5","7"
霧が丘小学校,緑区,霧が丘四丁目3番,神奈川県横浜市緑区霧が丘四丁目3番,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/霧が丘/四丁目/３番地","139.50732","35.51210","5","7"
霧が丘複合施設「霧の里」,緑区,霧が丘三丁目23番,神奈川県横浜市緑区霧が丘三丁目23番,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/霧が丘/三丁目/２３番地","139.50493","35.51606","5","7"
いぶき野小学校,緑区,いぶき野14番地1,神奈川県横浜市緑区いぶき野14番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/いぶき野/１４番","139.50180","35.52626","5","7"
中山小学校,緑区,中山町925番地,神奈川県横浜市緑区中山町925番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/中山町/９２５番地","139.54823","35.51057","5","7"
山下みどり台小学校,緑区,北八朔町2031番地3,神奈川県横浜市緑区北八朔町2031番地3,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/北八朔町/２０３１番地","139.53218","35.53146","5","7"
田奈中学校,緑区,長津田二丁目24番1号,神奈川県横浜市緑区長津田二丁目24番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/長津田/二丁目/２４番","139.49841","35.53432","5","7"
中山中学校,緑区,寺山町653番地21,神奈川県横浜市緑区寺山町653番地21,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/寺山町/６５３番地","139.54222","35.50480","5","7"
十日市場中学校,緑区,十日市場町1501番地42,神奈川県横浜市緑区十日市場町1501番地42,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/十日市場町/１５０１番地","139.51251","35.52221","5","7"
鴨居中学校,緑区,鴨居五丁目12番35号,神奈川県横浜市緑区鴨居五丁目12番35号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/鴨居/五丁目/１２番","139.56151","35.50730","5","7"
東鴨居中学校,緑区,鴨居三丁目39番1号,神奈川県横浜市緑区鴨居三丁目39番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/緑区/鴨居/三丁目/３９番","139.57123","35.50446","5","7"
鉄小学校,青葉区,鉄町427番地,神奈川県横浜市青葉区鉄町427番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/鉄町/４２７番地","139.52013","35.56247","5","7"
谷本小学校,青葉区,藤が丘一丁目55番10号,神奈川県横浜市青葉区藤が丘一丁目55番10号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/藤が丘/一丁目/５５番地","139.53537","35.54316","5","7"
田奈小学校,青葉区,田奈町51番地13,神奈川県横浜市青葉区田奈町51番地13,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/田奈町/５１番地","139.49988","35.53907","5","7"
山内小学校,青葉区,新石川一丁目20番1号,神奈川県横浜市青葉区新石川一丁目20番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/新石川/一丁目/２０番地","139.55655","35.56881","5","7"
奈良小学校,青葉区,奈良町1541番地2,神奈川県横浜市青葉区奈良町1541番地2,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/奈良町/１５４１番地","139.48079","35.56260","5","7"
つつじが丘小学校,青葉区,つつじが丘34番地,神奈川県横浜市青葉区つつじが丘34番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/つつじが丘/３４番地","139.51997","35.53576","5","7"
美しが丘小学校,青葉区,美しが丘二丁目29番,神奈川県横浜市青葉区美しが丘二丁目29番,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/美しが丘/二丁目/２９番地","139.55653","35.58421","5","7"
青葉台小学校,青葉区,桜台47番地,神奈川県横浜市青葉区桜台47番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/桜台/４７番地","139.51018","35.55111","5","7"
榎が丘小学校,青葉区,榎が丘29番地,神奈川県横浜市青葉区榎が丘29番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/榎が丘/２９番地","139.50980","35.54211","5","7"
すすき野小学校,青葉区,すすき野三丁目4番1号,神奈川県横浜市青葉区すすき野三丁目4番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/すすき野/三丁目/４番地","139.53127","35.58004","5","7"
もえぎ野小学校,青葉区,もえぎ野16番地,神奈川県横浜市青葉区もえぎ野16番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/もえぎ野/１６番地","139.52345","35.54825","5","7"
元石川小学校,青葉区,美しが丘四丁目31番1号,神奈川県横浜市青葉区美しが丘四丁目31番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/美しが丘/四丁目/３１番地","139.54842","35.58290","5","7"
藤が丘小学校,青葉区,藤が丘二丁目30番3号,神奈川県横浜市青葉区藤が丘二丁目30番3号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/藤が丘/二丁目/３０番地","139.52591","35.53935","5","7"
みたけ台小学校,青葉区,みたけ台18番地,神奈川県横浜市青葉区みたけ台18番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/みたけ台/１８番地","139.51727","35.55633","5","7"
美しが丘東小学校,青葉区,美しが丘二丁目25番,神奈川県横浜市青葉区美しが丘二丁目25番,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/美しが丘/二丁目/２５番地","139.55991","35.58274","5","7"
市ケ尾小学校,青葉区,市ケ尾町1632番地1,神奈川県横浜市青葉区市ケ尾町1632番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/市ケ尾町/１６３２番地","139.53993","35.55600","5","7"
あざみ野第一小学校,青葉区,あざみ野四丁目6番1号,神奈川県横浜市青葉区あざみ野四丁目6番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/あざみ野/四丁目/６番地","139.54259","35.57171","5","7"
嶮山小学校,青葉区,すすき野一丁目6番4号,神奈川県横浜市青葉区すすき野一丁目6番4号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/すすき野/一丁目/６番地","139.53044","35.57599","5","7"
東市ケ尾小学校,青葉区,市ケ尾町519番地,神奈川県横浜市青葉区市ケ尾町519番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/市ケ尾町/５１９番地","139.54642","35.54305","5","7"
鴨志田第一小学校,青葉区,鴨志田町805番地6,神奈川県横浜市青葉区鴨志田町805番地6,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/鴨志田町/８０５番地","139.50949","35.55735","5","7"
あざみ野第二小学校,青葉区,あざみ野三丁目29番3号,神奈川県横浜市青葉区あざみ野三丁目29番3号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/あざみ野/三丁目/２９番地","139.54181","35.56417","5","7"
鴨志田緑小学校,青葉区,鴨志田町532番地,神奈川県横浜市青葉区鴨志田町532番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/鴨志田町/５３２番地","139.50505","35.56420","5","7"
荏子田小学校,青葉区,荏子田三丁目8番9号,神奈川県横浜市青葉区荏子田三丁目8番9号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/荏子田/三丁目/８番地","139.53511","35.57473","5","7"
恩田小学校,青葉区,桂台二丁目36番,神奈川県横浜市青葉区桂台二丁目36番,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/桂台/二丁目/３６番地","139.49971","35.55235","5","7"
新石川小学校,青葉区,新石川三丁目12番1号,神奈川県横浜市青葉区新石川三丁目12番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/新石川/三丁目/１２番地","139.56218","35.57639","5","7"
さつきが丘小学校,青葉区,さつきが丘8番地,神奈川県横浜市青葉区さつきが丘8番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/さつきが丘/８番地","139.51926","35.53201","5","7"
荏田西小学校,青葉区,荏田西四丁目5番1号,神奈川県横浜市青葉区荏田西四丁目5番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/荏田西/四丁目/５番地","139.54906","35.54743","5","7"
桂小学校,青葉区,桂台一丁目4番,神奈川県横浜市青葉区桂台一丁目4番,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/桂台/一丁目/４番地","139.50534","35.54849","5","7"
奈良の丘小学校,青葉区,奈良二丁目29番1号,神奈川県横浜市青葉区奈良二丁目29番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/青葉区/奈良/二丁目/２９番","139.48676","35.55131","5","7"
